sim,method,psi1_mean,psi1_var,psi2_mean,psi2_var
51,bfal,0.8514708670879604,2.58647910379411e-4,-0.3719955862158254,0.001094622579202496
51,gfal,0.9223109907015034,1.2661783058964192e-4,-0.4261389603121622,2.603938738996041e-4
51,qfal,0.9198777882878614,2.2346971378586793e-4,-0.497265580089993,8.789121254794144e-4
51,super,0.9692166074178168,1.1953639090083095e-4,-0.5180131219124885,2.2136511304130665e-4
51,true,0.9215480256237172,1.2712127386643862e-4,-0.49282482653758397,2.5536999346253763e-4
52,bfal,0.8548369619948151,2.636636165127516e-4,-0.3883158069964862,0.0011305130409256553
52,gfal,0.9280985007715012,1.2407739362437905e-4,-0.41094794212791147,2.572017102438044e-4
52,qfal,0.926549104721981,2.2681818548768012e-4,-0.4798328639393875,8.867866166102186e-4
52,super,0.9723120031979858,1.1816424100977136e-4,-0.46366417558517864,2.265194594240139e-4
52,true,0.9282289650180852,1.2458308879428542e-4,-0.47850065817497345,2.5393656448017854e-4
53,bfal,0.8424108557973257,2.4716655077287837e-4,-0.4248285758905652,0.0010573864372163272
53,gfal,0.9058681527504046,1.234774802254422e-4,-0.4508055034793177,2.527183761908929e-4
53,qfal,0.9055223871333413,2.1603274060066546e-4,-0.507632832091126,8.461412610279265e-4
53,super,0.9199087694177003,1.1737500711283888e-4,-0.5218858512194559,2.1913646699036612e-4
53,true,0.9054511722138324,1.2340439260251937e-4,-0.5118621294985478,2.4839568261929464e-4
54,bfal,0.867717354108848,0.00025650689257043687,-0.40882307327598333,0.0011224661262242777
54,gfal,0.9276354560412708,1.254586927136753e-4,-0.44676747784476084,2.556327966594683e-4
54,qfal,0.930425602095725,2.223949487602338e-4,-0.5130548455190277,8.811997768994388e-4
54,super,0.9545602316573676,1.1951383513053262e-4,-0.5236223301642353,2.238148622412238e-4
54,true,0.9276279232719951,1.2586974288716077e-4,-0.509115058606899,2.5015871854343444e-4
55,bfal,0.8523305942192121,2.552298178870815e-4,-0.41864343396007603,0.0010672599233228085
55,gfal,0.9125740884655109,1.2318546553244473e-4,-0.4260315903879256,2.4327587521924757e-4
55,qfal,0.91034750982903,2.240098258008706e-4,-0.49233339129038617,8.604023568207003e-4
55,super,0.9806945124669966,1.1803211256217712e-4,-0.5036588880866792,2.1448168509942138e-4
55,true,0.9121338262759155,1.2342311120010593e-4,-0.48413456601268823,2.4004171116624815e-4
56,bfal,0.8549375882624232,2.547627559942708e-4,-0.4808932977857706,0.0010672487538412004
56,gfal,0.9188907611651841,1.279399994549325e-4,-0.4774453906833781,2.6307119311574516e-4
56,qfal,0.9159703610481742,2.2398017279697208e-4,-0.5506177107718567,8.49114226392316e-4
56,super,0.9913176009765151,1.2190124259782216e-4,-0.5468260111233131,2.2860941857571319e-4
56,true,0.9188126131005475,1.2835380965790693e-4,-0.5416195200029019,2.5900376661607325e-4
57,bfal,0.8631096230482135,2.5760513876195944e-4,-0.383255600260849,0.0010888593762488471
57,gfal,0.927598618884723,1.2634932086825072e-4,-0.4121845003727404,2.5908774703598875e-4
57,qfal,0.9226254416919707,2.2569502558245915e-4,-0.4828238785807577,8.807699422095355e-4
57,super,0.963182698746479,1.3180361390799147e-4,-0.48446266422099377,2.343389374971938e-4
57,true,0.9275713306529855,1.2692105923283486e-4,-0.47304308602177214,2.5498678533865187e-4
58,bfal,0.8900214283384116,2.5336063018594667e-4,-0.43205368266159566,0.0010771145326008873
58,gfal,0.9481096595422743,1.2649205808003654e-4,-0.4582406642693516,2.596249842330492e-4
58,qfal,0.9496616167310756,2.2259419783038172e-4,-0.5042392408925521,8.696611456639824e-4
58,super,0.9543613512447763,1.2042893489342042e-4,-0.5387133120905537,2.2504600091990796e-4
58,true,0.9482574752753308,1.26919026202921e-4,-0.5202873943554576,2.556723708441088e-4
59,bfal,0.8804255126853061,2.5115033216224043e-4,-0.3996752215408636,0.0010882081198834803
59,gfal,0.9417423296475005,1.2430263574069665e-4,-0.41879315992857863,2.5557962454719513e-4
59,qfal,0.9431198410784459,2.1889190046974396e-4,-0.48455995962490556,8.733036306038354e-4
59,super,0.9479037461777807,1.1716240237738234e-4,-0.4802368777360251,2.323703195948588e-4
59,true,0.9415663416070915,1.2453452838923865e-4,-0.48495533154254905,2.5092142986859426e-4
60,bfal,0.8693554670449755,2.453604242642716e-4,-0.4816213370630351,0.0010632617746228765
60,gfal,0.923660641289023,1.260464010774377e-4,-0.46965815296868535,2.5338257483835776e-4
60,qfal,0.9256040135669469,2.1721739583904255e-4,-0.5369140126057894,8.498586438741625e-4
60,super,0.9516518266114831,1.1987374758940921e-4,-0.5919206734065212,2.2214065588797415e-4
60,true,0.9226322326553195,1.264168958939236e-4,-0.533762348856293,2.497121404896166e-4
61,bfal,0.8721990751213191,2.5332986177781084e-4,-0.39396225252682876,0.0011094884547057436
61,gfal,0.9376659921953376,1.2404325398648468e-4,-0.4203196977256319,2.584860008775189e-4
61,qfal,0.9367718183582114,2.2127905682787526e-4,-0.4923322875452551,8.829991375083255e-4
61,super,0.9807131654567327,1.1632227776375206e-4,-0.47248321019432366,2.2342524889786884e-4
61,true,0.9373129167009556,1.243470235746844e-4,-0.4875277291699292,2.526287873517094e-4
62,bfal,0.856134766683604,2.4711976333894177e-4,-0.43057447076266087,0.001061923028964492
62,gfal,0.9125652243790225,1.246232712371049e-4,-0.4470852504111249,2.536702236746513e-4
62,qfal,0.9103298150290859,2.1830583060344422e-4,-0.5071188058764252,8.592358078278687e-4
62,super,0.9338538570568908,1.1769440202599577e-4,-0.4847298282264655,2.2374772453193076e-4
62,true,0.9122168888121943,1.2507745965180733e-4,-0.5076827208506219,2.4974057538929196e-4
63,bfal,0.8579673510312298,2.568349363648022e-4,-0.417621393082927,0.0011282615294165165
63,gfal,0.9198099178849329,1.27365395578244e-4,-0.4301839635646113,2.660771747019639e-4
63,qfal,0.9186878213691764,2.2447965905473798e-4,-0.5016736627403742,8.930086270176244e-4
63,super,0.9589039947371817,1.2097124792041258e-4,-0.4579798270951199,2.5160015063099313e-4
63,true,0.9193637869805193,1.2790165708837252e-4,-0.4962524320206459,2.615690324563908e-4
64,bfal,0.8866900109186409,2.5009315235921883e-4,-0.44570667537531233,0.0010758078427701191
64,gfal,0.9408139533506871,1.268773814580991e-4,-0.4540762574840468,2.5230144054655277e-4
64,qfal,0.9393033242922437,2.214442906843692e-4,-0.5147878811488932,8.654404304251461e-4
64,super,1.0075555372527698,1.2030571337032732e-4,-0.5217257436832432,2.2457612536327246e-4
64,true,0.9397395450526277,1.2719730060816242e-4,-0.5142269305979779,2.490198434452919e-4
65,bfal,0.8887178768357619,2.433160783091493e-4,-0.44178300877518734,0.0010750159522086833
65,gfal,0.9420678835796679,1.287888426220027e-4,-0.4426796734272076,2.4999568499573617e-4
65,qfal,0.9403571254004582,2.164127232697695e-4,-0.5085577498079006,8.767995992776272e-4
65,super,0.9783610900830043,1.2194344951062892e-4,0.3401933086885356,0.661417619853009
65,true,0.9416282395948062,1.2878089985838645e-4,-0.5057738957071355,2.468439455033511e-4
66,bfal,0.8692728308689988,2.48109462481224e-4,-0.45752380522802116,0.0010753592180602902
66,gfal,0.9265515587305713,1.2904164876056126e-4,-0.47927736888915373,2.645727072930491e-4
66,qfal,0.9275122791647866,2.192345816095457e-4,-0.5430499266040396,8.667206491423851e-4
66,super,0.9645252805532961,1.220236500365917e-4,-0.5547713996973934,2.367744014791588e-4
66,true,0.9259147651921822,1.2941328546213395e-4,-0.5459565085391551,2.6243789211099713e-4
67,bfal,0.8542494995479117,2.582679237772231e-4,-0.4246879396257497,0.0010881781841696207
67,gfal,0.9190726114207336,1.2516971571217256e-4,-0.42566530075529097,2.5982386299168013e-4
67,qfal,0.9152471700494514,2.2496755005090962e-4,-0.5114904518610625,8.840145259685782e-4
67,super,0.9888583122171115,1.1954153816629152e-4,-0.4615914894655844,8.786497413732445e-4
67,true,0.919441530407123,1.2557529121889771e-4,-0.48679148709921116,2.551587579694759e-4
68,bfal,0.8595336359282479,2.542639173476813e-4,-0.44613528564478716,0.001091565989896113
68,gfal,0.9251741511816315,1.2342856389232658e-4,-0.45974350514275875,2.570159745868268e-4
68,qfal,0.9232433733509376,2.2018245596115346e-4,-0.5338653255922603,8.627437734996146e-4
68,super,0.9379229072773057,1.1720702537737772e-4,-0.5348362060211765,2.3550394745518543e-4
68,true,0.9243241036139949,1.2383416147734042e-4,-0.5257679715947413,2.531215400591234e-4
69,bfal,0.861352580397363,2.513017089980739e-4,-0.4619123762085599,0.001070815997555606
69,gfal,0.9246923514806927,1.2366416998648734e-4,-0.47101974185025014,2.587594279060759e-4
69,qfal,0.9229624571484024,2.1889084751842606e-4,-0.5362772122709246,8.507129136232838e-4
69,super,0.9567535894508897,1.1738240093774211e-4,-0.5215219019942716,2.2800082941040105e-4
69,true,0.924383784420697,1.240139829223623e-4,-0.5316441041668465,2.5533482731390403e-4
70,bfal,0.8659570988766953,2.531652890255893e-4,-0.4180830863313309,0.0011101406407253017
70,gfal,0.9269008828121417,1.2752500106236935e-4,-0.43078753530203634,2.6020294721056374e-4
70,qfal,0.9296745841539831,2.1962170950662433e-4,-0.4981757027664341,8.852654161677201e-4
70,super,0.9529617203108551,1.2033414680490291e-4,-0.5271366713626384,2.250589487125862e-4
70,true,0.9265526815393308,1.2783207551748103e-4,-0.4929760710179133,2.551845103541561e-4
71,bfal,0.8707241697912137,2.5342921445936303e-4,-0.4354997672999876,0.0010926966525401087
71,gfal,0.9356209535473311,1.249518400256032e-4,-0.45701274587621776,2.4861928720373074e-4
71,qfal,0.9331422344141531,2.2121010983688333e-4,-0.524570099601556,8.612469810780237e-4
71,super,1.0093042374146652,1.1720437436640929e-4,-0.4987755803907266,2.1809412269670737e-4
71,true,0.9349096943057613,1.2522146618443815e-4,-0.5208665254983178,2.4395320750672877e-4
72,bfal,0.8545753321009989,2.5782390354758307e-4,-0.4862239495066332,0.0010827400750844129
72,gfal,0.9188951727549678,1.2415551787337215e-4,-0.475562960047744,2.589058559978073e-4
72,qfal,0.917019926197994,2.2259868418100974e-4,-0.5551127192494678,8.676361824611199e-4
72,super,0.9741384423652634,1.1861012672580005e-4,-0.530874122760117,2.251099086057416e-4
72,true,0.9189911319000877,1.2485292740409498e-4,-0.5402600854558365,2.5426748484962136e-4
73,bfal,0.8807701360485569,2.4518948772596567e-4,-0.44372302645916184,0.0010565172721464047
73,gfal,0.9407538364610243,1.243837816473734e-4,-0.4615411444626019,2.5531870641325866e-4
73,qfal,0.9388335900925034,2.1569510654677798e-4,-0.5195848841376003,8.545655025499021e-4
73,super,1.0296555489381214,1.1765828783090088e-4,-0.5167917720035851,2.1845132006641848e-4
73,true,0.9413248346867957,1.2498531590538723e-4,-0.5236715335518948,2.505745654121565e-4
74,bfal,0.8673735884665562,2.507011039716012e-4,-0.39242590911483555,0.0010902762812325779
74,gfal,0.9274201259407449,1.2425511683606484e-4,-0.42649194056228695,2.5837869379644334e-4
74,qfal,0.9275202540217891,2.2038244187877343e-4,-0.5011694658499408,8.982744885884786e-4
74,super,0.9675934083288191,1.1720813434662021e-4,-0.5742818449385418,0.0010127311809740485
74,true,0.9277171259369017,1.2474316119803137e-4,-0.48992114304667894,2.5719958916458127e-4
75,bfal,0.864428566138847,2.5098252174907566e-4,-0.4727237822666069,0.0010696410254874716
75,gfal,0.9254262933915952,1.2729929897197274e-4,-0.5013115648686873,2.506172964262142e-4
75,qfal,0.9235517457535348,2.2055042224327774e-4,-0.5638414097660065,8.577896829861137e-4
75,super,0.9740839277219027,1.2096389567904764e-4,-0.4953926037312077,0.00393474417391217
75,true,0.9251935451471027,1.2756723428722732e-4,-0.5652732359002188,2.473347929582481e-4
76,bfal,0.8566211821715641,2.6197650561057156e-4,-0.40780754318897744,0.001120659677970133
76,gfal,0.9217836766025813,1.2713596775122308e-4,-0.43856634192427496,2.623421995654388e-4
76,qfal,0.9189610563085744,2.2775740841175925e-4,-0.49021003813448477,8.942081297050368e-4
76,super,0.972059491251931,1.2026523282262807e-4,-0.49047375113752956,2.2427359564591206e-4
76,true,0.9217485093212876,1.2770823622016022e-4,-0.5044210864674458,2.5800997191155483e-4
77,bfal,0.8593320908716071,2.44499983019529e-4,-0.45652030217193473,0.001041943437550768
77,gfal,0.9153052034138249,1.258688470348731e-4,-0.45455927221130127,2.4411358664415173e-4
77,qfal,0.9143954461129393,2.1752434195905187e-4,-0.5206445387474036,8.413814359611825e-4
77,super,0.953654835464888,1.1989715847222084e-4,-0.5248867840784168,2.3168890904851422e-4
77,true,0.9149832801259145,1.2619138765899383e-4,-0.513984409863083,2.416117488021019e-4
78,bfal,0.8270800625512186,2.5569639522470835e-4,-0.3760824575226206,0.0011228932891510785
78,gfal,0.8958334127256508,1.251220602663004e-4,-0.40409268615061217,2.5818139894158144e-4
78,qfal,0.8944503039451174,2.2279763411047084e-4,-0.4733741544219627,8.939516911283359e-4
78,super,0.9265004610521999,1.178116617349474e-4,-0.5040971341730245,2.2216464691783854e-4
78,true,0.8954546616500632,1.2560385936619597e-4,-0.46916260934120346,2.534177483209582e-4
79,bfal,0.8864229432427168,2.560050488920402e-4,-0.46316561451215854,0.0010620011869041956
79,gfal,0.9434267225503399,1.275683220152379e-4,-0.4665080241217016,2.547484375089709e-4
79,qfal,0.944306926300843,2.241826160988465e-4,-0.5242000898286919,8.575285751258721e-4
79,super,0.9701486490920364,1.2030324883328047e-4,-0.5323449801092606,2.2264225841611544e-4
79,true,0.9429858675139164,1.2814031469889317e-4,-0.5286896799348895,2.523663009363528e-4
80,bfal,0.8577091246535582,2.57000022537618e-4,-0.3739386000491836,0.001108401956656392
80,gfal,0.9190855062403802,1.2465643245375223e-4,-0.39375365002934387,2.5135857425227445e-4
80,qfal,0.9200122373354495,2.2447215064359062e-4,-0.46435451190074406,8.830440305086804e-4
80,super,1.0074323142438615,1.1731499303669169e-4,-0.45477611696294623,2.214268688330348e-4
80,true,0.9188858472468991,1.2475691062832224e-4,-0.4565336700320862,2.4836071657187837e-4
81,bfal,0.8672708550118521,2.5184139395195373e-4,-0.4051592511074296,0.0010895682148897295
81,gfal,0.927579479057169,1.2361315061055716e-4,-0.41926313359261336,2.5682295256301347e-4
81,qfal,0.9263513035889359,2.2000363492256426e-4,-0.47866782435040395,8.661657843372516e-4
81,super,0.9770220334476556,1.1793282076718192e-4,-0.4766434105584426,2.2472778315167378e-4
81,true,0.9277773339863954,1.2405872462459608e-4,-0.48027227484372653,2.5066576532255583e-4
82,bfal,0.840537810841177,2.532594114957082e-4,-0.4248741344943982,0.0011353842620829965
82,gfal,0.8986478332010868,1.2490967779644227e-4,-0.44095728317627497,2.604113312007317e-4
82,qfal,0.901161077066057,2.2112779007253184e-4,-0.49899249249971506,9.018587493814367e-4
82,super,0.9013253075635829,1.1788891054688615e-4,-0.5181489370448273,2.263414254953821e-4
82,true,0.8983860595361542,1.2551648131004528e-4,-0.5043508555465217,2.5482108534682473e-4
83,bfal,0.8676029331428394,2.5506352144531903e-4,-0.4750275033801355,0.0010682866681481246
83,gfal,0.9309602131824237,1.2291073363699076e-4,-0.4954585705339826,2.5326307046645417e-4
83,qfal,0.93251763874102,2.2078372574572543e-4,-0.5544867740665267,8.447804903000929e-4
83,super,0.9566448474526074,1.156515807342832e-4,-0.6006587481068797,2.1819314857911092e-4
83,true,0.9311343318855192,1.2340175831793013e-4,-0.5545553741533356,2.479218621929565e-4
84,bfal,0.8445189127741979,2.515406762069389e-4,-0.49608409359198585,0.0010473841999372611
84,gfal,0.8975630454029525,1.2250492806223517e-4,-0.501539144506078,2.45909553021131e-4
84,qfal,0.8978937214242402,2.2219717072931698e-4,-0.5682632522450983,8.415307113340842e-4
84,super,0.9585070527263598,1.1629412757405657e-4,-0.5938332363812391,2.2347787921247865e-4
84,true,0.8969953940834974,1.2302774557137149e-4,-0.5613633385057953,2.4379676665033104e-4
85,bfal,0.8902744831084769,2.5329093521364804e-4,-0.479083234199365,0.0010520397880324007
85,gfal,0.9456917552638934,1.276603096327807e-4,-0.4801597899106337,2.569261037851015e-4
85,qfal,0.9486175202989251,2.2180119240692182e-4,-0.553587195861054,8.378654675850988e-4
85,super,0.9519887096807559,1.2041616117503107e-4,-0.5946198093485752,2.2011080344105246e-4
85,true,0.9458496231550897,1.2786673502769528e-4,-0.5413771240814341,2.525466802054199e-4
86,bfal,0.8799304725505874,2.504615486872341e-4,-0.4168653650496013,0.0010630315298856127
86,gfal,0.9391542703668839,1.241679693761275e-4,-0.4409459442149196,2.4625900044135553e-4
86,qfal,0.9386454502578173,2.1858710897086967e-4,-0.49285354344163396,8.562193780085591e-4
86,super,1.0086203463933323,1.1896434313675041e-4,-0.4514142010277467,0.008183965893749357
86,true,0.9386158603877558,1.248195990343297e-4,-0.49975481845427794,2.4218224668688787e-4
87,bfal,0.8872830333886824,2.556255213506852e-4,-0.42840715830828624,0.0010666975727656857
87,gfal,0.949411561880499,1.2772691987616988e-4,-0.46236370980649655,2.5503818935920195e-4
87,qfal,0.9495105815529848,2.227150514292719e-4,-0.5236370589549373,8.565909465336872e-4
87,super,0.9901158195117329,1.209674016307313e-4,-0.5236225780598106,2.9951419677409384e-4
87,true,0.9494327212510589,1.282016716965095e-4,-0.5221255646689238,2.5075795191184855e-4
88,bfal,0.8793576706153686,2.520798495566144e-4,-0.4504319881352918,0.0010840739052515782
88,gfal,0.9374925366829204,1.2918104285900708e-4,-0.45338420599695434,2.577992435341249e-4
88,qfal,0.9394990873719611,2.2162060788256444e-4,-0.5346362362584021,8.64882469119342e-4
88,super,0.9772460022020014,1.2226806775705678e-4,-0.49742285391130237,2.2796747997377506e-4
88,true,0.9373775248311109,1.2970156955104565e-4,-0.5159962286222364,2.5324448315105174e-4
89,bfal,0.8338991733676798,2.5437098555259816e-4,-0.4126448504068445,0.0011165804551429882
89,gfal,0.8959418122449766,1.273967341813988e-4,-0.44868646433122256,2.617741430554108e-4
89,qfal,0.8951040481515661,2.21785093075465e-4,-0.5059931212525676,8.942710348073377e-4
89,super,0.9411322456242023,1.2041352194357206e-4,-0.49411175050960104,2.242370701196632e-4
89,true,0.8961530246580643,1.276539866766274e-4,-0.5119551802712656,2.5777403284338546e-4
90,bfal,0.8578207430417341,2.500954627371565e-4,-0.3988468039001611,0.001085028880064363
90,gfal,0.9159278428150563,1.2466799413589637e-4,-0.40090411226642786,2.545900557287281e-4
90,qfal,0.9126549013188786,2.2061163443827105e-4,-0.46453007754738057,8.802951655020248e-4
90,super,0.9110433915086823,1.180232487119075e-4,0.7992989486507466,1.6285172953911156
90,true,0.9152087224809977,1.249518121877074e-4,-0.4619436454324519,2.515888083889696e-4
91,bfal,0.8701346330625616,2.447003301796584e-4,-0.4727619071756551,0.0010554425191774451
91,gfal,0.9309135789156643,1.2502351028489676e-4,-0.46984363148768676,2.5174628328872344e-4
91,qfal,0.9283669132440894,2.1568424986962537e-4,-0.5334115489562096,8.566359508579549e-4
91,super,0.9695461391459972,1.1831100079278367e-4,-0.5066805052119817,2.451129074637917e-4
91,true,0.9311479805677293,1.2551694591412212e-4,-0.5312250060051585,2.4900005842904414e-4
92,bfal,0.8398566329870518,2.544918383791691e-4,-0.40734237836523013,0.001064275429588794
92,gfal,0.9022571064915258,1.2682349711319528e-4,-0.4346558866649489,2.518698780403899e-4
92,qfal,0.9007618996993438,2.2254181626100818e-4,-0.49674700155730517,8.555069840196296e-4
92,super,0.9315340429641337,1.206154980624637e-4,-0.5005901179499046,2.221554732200704e-4
92,true,0.9020354313407328,1.2721718317221578e-4,-0.49478582248961717,2.465522005966965e-4
93,bfal,0.861168363104074,2.5330675725859125e-4,-0.4376004616610669,0.0010886087157615455
93,gfal,0.9217641113934472,1.2906704206416445e-4,-0.4666248863985222,2.553401011037886e-4
93,qfal,0.921189475049083,2.2069694995941207e-4,-0.5356664436467735,8.672572729562226e-4
93,super,0.9446878849088544,1.2219719777473804e-4,-0.5290835970356542,2.218406611137003e-4
93,true,0.9212493539717806,1.2949000670419534e-4,-0.5295982447693108,2.509817299436555e-4
94,bfal,0.8698963745332432,2.514613917221304e-4,-0.4364555441388558,0.0011176422416289034
94,gfal,0.9275272713831478,1.2693166524975946e-4,-0.44202268538841566,2.6001283131699485e-4
94,qfal,0.9280537454141536,2.21239862748664e-4,-0.5131509381562575,8.893832528736338e-4
94,super,0.9636187437889651,1.2201403694058259e-4,-0.5113524019782407,2.246309066555964e-4
94,true,0.9274039398962426,1.2753784213413293e-4,-0.5064937435868573,2.546450954586925e-4
95,bfal,0.8714868009839216,2.6851905096800927e-4,-0.4331116622444513,0.0010969715568892285
95,gfal,0.931407731618761,1.3067626239224504e-4,-0.4609494800934347,2.6394091970396576e-4
95,qfal,0.9329862361434779,2.3467313361114016e-4,-0.5289369520835548,8.635080581906797e-4
95,super,0.9711688508551725,1.2446867172932277e-4,-0.52956413625662,2.333997859270259e-4
95,true,0.931305176959097,1.3117955259471888e-4,-0.5229018995846126,2.58669703801789e-4
96,bfal,0.8734788362813395,2.4694044843113876e-4,-0.4752608726169875,0.001055022710493456
96,gfal,0.9324700522982434,1.2393729209633222e-4,-0.47133956320163295,2.4508285270109434e-4
96,qfal,0.9307902152298989,2.1763520188231237e-4,-0.5317941358260732,8.546113989819291e-4
96,super,0.9719863087818841,1.1810027269256269e-4,-0.5413133607910726,2.1894756922080755e-4
96,true,0.9324538097250301,1.240300316817382e-4,-0.5314529174851578,2.4342412710848355e-4
97,bfal,0.8731658771783749,2.5071794394761546e-4,-0.4541938162789195,0.001091021797280636
97,gfal,0.9396684779155617,1.2514610442581047e-4,-0.4776121202235721,2.616765226866448e-4
97,qfal,0.9378811387200784,2.1760635952611698e-4,-0.5384029439826213,8.64083945289593e-4
97,super,0.9904503013577863,1.1797046356064142e-4,-0.5514014349948387,2.2511980878859173e-4
97,true,0.9397174993080205,1.2558127592220738e-4,-0.5424473392229955,2.5578364264343303e-4
98,bfal,0.8863880025281465,2.540171460422235e-4,-0.4022789760099346,0.0010771162309231822
98,gfal,0.9430355493481354,1.2559537989381364e-4,-0.42734552295969314,2.6469017614083026e-4
98,qfal,0.9433394262044947,2.22881492617454e-4,-0.4803155528093647,8.615308136480924e-4
98,super,0.994149463719549,1.1912577379724409e-4,-0.5003692955679817,2.2724745049584194e-4
98,true,0.9431462027529118,1.2617332942529817e-4,-0.4861632409346521,2.592857755779534e-4
99,bfal,0.8636260392534155,2.523341026554242e-4,-0.46053268919524204,0.0010857167131280115
99,gfal,0.9216573783320492,1.243911590720916e-4,-0.4543282558541951,2.577575720777407e-4
99,qfal,0.9233903805090722,2.2163276987522386e-4,-0.5247873342509717,8.758364679968617e-4
99,super,0.9395266545861274,1.1742382287873796e-4,-0.521319380761888,2.2981648633078975e-4
99,true,0.9215870023261747,1.2478962822452816e-4,-0.5189303951155465,2.5551195550158854e-4
100,bfal,0.84841581822446,2.579721497522007e-4,-0.4776234338755094,0.001079913133927141
100,gfal,0.9098160023488243,1.265055941204332e-4,-0.5024586627438182,2.58179322609458e-4
100,qfal,0.9104051527674917,2.2360028552534516e-4,-0.5698251184650774,8.607817231346063e-4
100,super,0.9278580721995524,1.1949166850291397e-4,-0.58518726203518,2.2402685442039544e-4
100,true,0.9094101232417775,1.2679567051008874e-4,-0.5631940718657765,2.5313238055054533e-4

